event_id,goal_id,goal_reward_idx,pick_rate,reward_item_count,reward_item_id,user_group_id
110005,11000516,207,100,15,32002,1103
110005,11000516,208,100,15,33002,1103
110005,11000516,209,100,15,34002,1103
110005,11000517,210,100,100,11005,1103
110005,11000517,211,100,7,62001,1103
110005,11000517,212,100,2,112001,1103
110005,11000517,213,100,2,32003,1103
110005,11000517,214,100,2,33003,1103
110005,11000517,215,100,2,34003,1103
110005,11000518,216,100,200,11005,1103
110005,11000518,217,100,10,62001,1103
110005,11000518,218,100,3,112001,1103
110005,11000518,219,100,3,32003,1103
110005,11000518,220,100,3,33003,1103
110005,11000518,221,100,3,34003,1103
110005,11000519,222,100,1,62001,1104
110005,11000519,223,100,1,111001,1104
110005,11000519,224,100,2,32002,1104
110005,11000519,225,100,2,33002,1104
110005,11000519,226,100,2,34002,1104
110005,11000520,227,100,2,62001,1104
110005,11000520,228,100,2,111001,1104
110005,11000520,229,100,5,32002,1104
110005,11000520,230,100,5,33002,1104
110005,11000520,231,100,5,34002,1104
110005,11000521,232,100,3,62001,1104
110005,11000521,233,100,3,111001,1104
110005,11000521,234,100,10,32002,1104
110005,11000521,235,100,10,33002,1104
110005,11000521,236,100,10,34002,1104
110005,11000522,237,100,5,62001,1104
110005,11000522,238,100,1,112001,1104
110005,11000522,239,100,15,32002,1104
110005,11000522,240,100,15,33002,1104
110005,11000522,241,100,15,34002,1104
110005,11000523,242,100,100,11005,1104
110005,11000523,243,100,7,62001,1104
110005,11000523,244,100,2,112001,1104
110005,11000523,245,100,2,32003,1104
110005,11000523,246,100,2,33003,1104
110005,11000523,247,100,2,34003,1104
110005,11000524,248,100,200,11005,1104
110005,11000524,249,100,10,62001,1104
110005,11000524,250,100,3,112001,1104
110005,11000524,251,100,3,32003,1104
110005,11000524,252,100,3,33003,1104
110005,11000524,253,100,3,34003,1104
110005,11000525,254,100,1,62001,1105
110005,11000525,255,100,1,111001,1105
110005,11000525,256,100,2,32002,1105
110005,11000525,257,100,2,33002,1105
110005,11000525,258,100,2,34002,1105
110005,11000526,259,100,2,62001,1105
110005,11000526,260,100,2,111001,1105
110005,11000526,261,100,5,32002,1105
110005,11000526,262,100,5,33002,1105
110005,11000526,263,100,5,34002,1105
110005,11000527,264,100,3,62001,1105
110005,11000527,265,100,3,111001,1105
110005,11000527,266,100,10,32002,1105
110005,11000527,267,100,10,33002,1105
110005,11000527,268,100,10,34002,1105
110005,11000528,269,100,5,62001,1105
110005,11000528,270,100,1,112001,1105
110005,11000528,271,100,15,32002,1105
110005,11000528,272,100,15,33002,1105
110005,11000528,273,100,15,34002,1105
110005,11000529,274,100,100,11005,1105
110005,11000529,275,100,7,62001,1105
110005,11000529,276,100,2,112001,1105
110005,11000529,277,100,2,32003,1105
110005,11000529,278,100,2,33003,1105
110005,11000529,279,100,2,34003,1105
110005,11000530,280,100,200,11005,1105
110005,11000530,281,100,10,62001,1105
110005,11000530,282,100,3,112001,1105
110005,11000530,283,100,3,32003,1105
110005,11000530,284,100,3,33003,1105
110005,11000530,285,100,3,34003,1105
200001,20000101,286,100,1,141003,0
200001,20000102,287,100,1,151003,0
200001,20000103,288,100,1,141002,0
200001,20000104,289,100,1,151002,0
200001,20000105,290,100,1,141001,0
200001,20000106,291,100,1,151001,0
200001,20000107,292,100,1,111001,0
200001,20000108,293,100,1,112001,0
200001,20000109,294,100,1,31003,0
200001,20000110,295,100,1,21003,0
200001,20000111,296,100,1,22003,0
200001,20000112,297,100,1,23003,0
200001,20000113,298,100,1,24003,0
200001,20000114,299,100,1,171001,0
110006,11000601,300,100,3,141001,1101
110006,11000601,301,100,5,32002,1101
110006,11000601,302,100,5,33002,1101
110006,11000601,303,100,5,34002,1101
110006,11000601,304,100,5,35002,1101
110006,11000602,305,100,1,141002,1101
110006,11000602,306,100,1,141001,1101
110006,11000602,307,100,1,32003,1101
110006,11000602,308,100,1,33003,1101
110006,11000602,309,100,1,34003,1101
110006,11000602,310,100,1,35003,1101
110006,11000603,311,100,2,141002,1101
110006,11000603,312,100,2,32003,1101
110006,11000603,313,100,2,33003,1101
110006,11000603,314,100,2,34003,1101
110006,11000603,315,100,2,35003,1101
110006,11000604,316,100,1,141003,1101
110006,11000604,317,100,1,141002,1101
110006,11000604,318,100,3,32003,1101
110006,11000604,319,100,3,33003,1101
110006,11000604,320,100,3,34003,1101
110006,11000604,321,100,3,35003,1101
110006,11000605,322,100,3,141003,1101
110006,11000605,323,100,5,32003,1101
110006,11000605,324,100,5,33003,1101
110006,11000605,325,100,5,34003,1101
110006,11000605,326,100,5,35003,1101
110006,11000606,327,100,3,141001,1102
110006,11000606,328,100,5,32002,1102
110006,11000606,329,100,5,33002,1102
110006,11000606,330,100,5,34002,1102
110006,11000606,331,100,5,35002,1102
110006,11000607,332,100,1,141002,1102
110006,11000607,333,100,1,141001,1102
110006,11000607,334,100,1,32003,1102
110006,11000607,335,100,1,33003,1102
110006,11000607,336,100,1,34003,1102
110006,11000607,337,100,1,35003,1102
110006,11000608,338,100,2,141002,1102
110006,11000608,339,100,2,32003,1102
110006,11000608,340,100,2,33003,1102
110006,11000608,341,100,2,34003,1102
110006,11000608,342,100,2,35003,1102
110006,11000609,343,100,1,141003,1102
110006,11000609,344,100,1,141002,1102
110006,11000609,345,100,3,32003,1102
110006,11000609,346,100,3,33003,1102
110006,11000609,347,100,3,34003,1102
110006,11000609,348,100,3,35003,1102
110006,11000610,349,100,3,141003,1102
110006,11000610,350,100,5,32003,1102
110006,11000610,351,100,5,33003,1102
110006,11000610,352,100,5,34003,1102
110006,11000610,353,100,5,35003,1102
110006,11000611,354,100,3,141001,1103
110006,11000611,355,100,5,32002,1103
110006,11000611,356,100,5,33002,1103
110006,11000611,357,100,5,34002,1103
110006,11000611,358,100,5,35002,1103
110006,11000612,359,100,1,141002,1103
110006,11000612,360,100,1,141001,1103
110006,11000612,361,100,1,32003,1103
110006,11000612,362,100,1,33003,1103
110006,11000612,363,100,1,34003,1103
110006,11000612,364,100,1,35003,1103
110006,11000613,365,100,2,141002,1103
110006,11000613,366,100,2,32003,1103
110006,11000613,367,100,2,33003,1103
110006,11000613,368,100,2,34003,1103
110006,11000613,369,100,2,35003,1103
110006,11000614,370,100,1,141003,1103
110006,11000614,371,100,1,141002,1103
110006,11000614,372,100,3,32003,1103
110006,11000614,373,100,3,33003,1103
110006,11000614,374,100,3,34003,1103
110006,11000614,375,100,3,35003,1103
110006,11000615,376,100,3,141003,1103
110006,11000615,377,100,5,32003,1103
110006,11000615,378,100,5,33003,1103
110006,11000615,379,100,5,34003,1103
110006,11000615,380,100,5,35003,1103
110006,11000616,381,100,3,141001,1104
110006,11000616,382,100,5,32002,1104
110006,11000616,383,100,5,33002,1104
110006,11000616,384,100,5,34002,1104
110006,11000616,385,100,5,35002,1104
110006,11000617,386,100,1,141002,1104
110006,11000617,387,100,1,141001,1104
110006,11000617,388,100,1,32003,1104
110006,11000617,389,100,1,33003,1104
110006,11000617,390,100,1,34003,1104
110006,11000617,391,100,1,35003,1104
110006,11000618,392,100,2,141002,1104
110006,11000618,393,100,2,32003,1104
110006,11000618,394,100,2,33003,1104
110006,11000618,395,100,2,34003,1104
110006,11000618,396,100,2,35003,1104
110006,11000619,397,100,1,141003,1104
110006,11000619,398,100,1,141002,1104
110006,11000619,399,100,3,32003,1104
110006,11000619,400,100,3,33003,1104
110006,11000619,401,100,3,34003,1104
110006,11000619,402,100,3,35003,1104
110006,11000620,403,100,3,141003,1104
110006,11000620,404,100,5,32003,1104
110006,11000620,405,100,5,33003,1104
110006,11000620,406,100,5,34003,1104
110006,11000620,407,100,5,35003,1104
110006,11000621,408,100,3,141001,1105
110006,11000621,409,100,5,32002,1105
110006,11000621,410,100,5,33002,1105
110006,11000621,411,100,5,34002,1105
110006,11000621,412,100,5,35002,1105
110006,11000622,413,100,1,141002,1105
110006,11000622,414,100,1,141001,1105
110006,11000622,415,100,1,32003,1105
110006,11000622,416,100,1,33003,1105
110006,11000622,417,100,1,34003,1105
110006,11000622,418,100,1,35003,1105
110006,11000623,419,100,2,141002,1105
110006,11000623,420,100,2,32003,1105
110006,11000623,421,100,2,33003,1105
110006,11000623,422,100,2,34003,1105
110006,11000623,423,100,2,35003,1105
110006,11000624,424,100,1,141003,1105
110006,11000624,425,100,1,141002,1105
110006,11000624,426,100,3,32003,1105
110006,11000624,427,100,3,33003,1105
110006,11000624,428,100,3,34003,1105
110006,11000624,429,100,3,35003,1105
110006,11000625,430,100,3,141003,1105
110006,11000625,431,100,5,32003,1105
110006,11000625,432,100,5,33003,1105
110006,11000625,433,100,5,34003,1105
110006,11000625,434,100,5,35003,1105
2110006,211000601,435,100,3,141001,1101
2110006,211000601,436,100,5,32002,1101
2110006,211000601,437,100,5,33002,1101
2110006,211000601,438,100,5,34002,1101
2110006,211000601,439,100,5,35002,1101
2110006,211000602,440,100,1,141002,1101
2110006,211000602,441,100,1,141001,1101
2110006,211000602,442,100,1,32003,1101
2110006,211000602,443,100,1,33003,1101
2110006,211000602,444,100,1,34003,1101
2110006,211000602,445,100,1,35003,1101
2110006,211000603,446,100,2,141002,1101
2110006,211000603,447,100,2,32003,1101
2110006,211000603,448,100,2,33003,1101
2110006,211000603,449,100,2,34003,1101
2110006,211000603,450,100,2,35003,1101
2110006,211000604,451,100,1,141003,1101
2110006,211000604,452,100,1,141002,1101
2110006,211000604,453,100,3,32003,1101
2110006,211000604,454,100,3,33003,1101
2110006,211000604,455,100,3,34003,1101
2110006,211000604,456,100,3,35003,1101
2110006,211000605,457,100,3,141003,1101
2110006,211000605,458,100,5,32003,1101
2110006,211000605,459,100,5,33003,1101
2110006,211000605,460,100,5,34003,1101
2110006,211000605,461,100,5,35003,1101
2110006,211000606,462,100,3,141001,1102
2110006,211000606,463,100,5,32002,1102
2110006,211000606,464,100,5,33002,1102
2110006,211000606,465,100,5,34002,1102
2110006,211000606,466,100,5,35002,1102
2110006,211000607,467,100,1,141002,1102
2110006,211000607,468,100,1,141001,1102
2110006,211000607,469,100,1,32003,1102
2110006,211000607,470,100,1,33003,1102
2110006,211000607,471,100,1,34003,1102
2110006,211000607,472,100,1,35003,1102
2110006,211000608,473,100,2,141002,1102
2110006,211000608,474,100,2,32003,1102
2110006,211000608,475,100,2,33003,1102
2110006,211000608,476,100,2,34003,1102
2110006,211000608,477,100,2,35003,1102
2110006,211000609,478,100,1,141003,1102
2110006,211000609,479,100,1,141002,1102
2110006,211000609,480,100,3,32003,1102
2110006,211000609,481,100,3,33003,1102
2110006,211000609,482,100,3,34003,1102
2110006,211000609,483,100,3,35003,1102
2110006,211000610,484,100,3,141003,1102
2110006,211000610,485,100,5,32003,1102
2110006,211000610,486,100,5,33003,1102
2110006,211000610,487,100,5,34003,1102
2110006,211000610,488,100,5,35003,1102
2110006,211000611,489,100,3,141001,1103
2110006,211000611,490,100,5,32002,1103
2110006,211000611,491,100,5,33002,1103
2110006,211000611,492,100,5,34002,1103
2110006,211000611,493,100,5,35002,1103
2110006,211000612,494,100,1,141002,1103
2110006,211000612,495,100,1,141001,1103
2110006,211000612,496,100,1,32003,1103
2110006,211000612,497,100,1,33003,1103
2110006,211000612,498,100,1,34003,1103
2110006,211000612,499,100,1,35003,1103
2110006,211000613,500,100,2,141002,1103
2110006,211000613,501,100,2,32003,1103
2110006,211000613,502,100,2,33003,1103
2110006,211000613,503,100,2,34003,1103
2110006,211000613,504,100,2,35003,1103
2110006,211000614,505,100,1,141003,1103
2110006,211000614,506,100,1,141002,1103
2110006,211000614,507,100,3,32003,1103
2110006,211000614,508,100,3,33003,1103
2110006,211000614,509,100,3,34003,1103
2110006,211000614,510,100,3,35003,1103
2110006,211000615,511,100,3,141003,1103
2110006,211000615,512,100,5,32003,1103
2110006,211000615,513,100,5,33003,1103
2110006,211000615,514,100,5,34003,1103
2110006,211000615,515,100,5,35003,1103
2110006,211000616,516,100,3,141001,1104
2110006,211000616,517,100,5,32002,1104
2110006,211000616,518,100,5,33002,1104
2110006,211000616,519,100,5,34002,1104
2110006,211000616,520,100,5,35002,1104
2110006,211000617,521,100,1,141002,1104
2110006,211000617,522,100,1,141001,1104
2110006,211000617,523,100,1,32003,1104
2110006,211000617,524,100,1,33003,1104
2110006,211000617,525,100,1,34003,1104
2110006,211000617,526,100,1,35003,1104
2110006,211000618,527,100,2,141002,1104
2110006,211000618,528,100,2,32003,1104
2110006,211000618,529,100,2,33003,1104
2110006,211000618,530,100,2,34003,1104
2110006,211000618,531,100,2,35003,1104
2110006,211000619,532,100,1,141003,1104
2110006,211000619,533,100,1,141002,1104
2110006,211000619,534,100,3,32003,1104
2110006,211000619,535,100,3,33003,1104
2110006,211000619,536,100,3,34003,1104
2110006,211000619,537,100,3,35003,1104
2110006,211000620,538,100,3,141003,1104
2110006,211000620,539,100,5,32003,1104
2110006,211000620,540,100,5,33003,1104
2110006,211000620,541,100,5,34003,1104
2110006,211000620,542,100,5,35003,1104
2110006,211000621,543,100,3,141001,1105
2110006,211000621,544,100,5,32002,1105
2110006,211000621,545,100,5,33002,1105
2110006,211000621,546,100,5,34002,1105
2110006,211000621,547,100,5,35002,1105
2110006,211000622,548,100,1,141002,1105
2110006,211000622,549,100,1,141001,1105
2110006,211000622,550,100,1,32003,1105
2110006,211000622,551,100,1,33003,1105
2110006,211000622,552,100,1,34003,1105
2110006,211000622,553,100,1,35003,1105
2110006,211000623,554,100,2,141002,1105
2110006,211000623,555,100,2,32003,1105
2110006,211000623,556,100,2,33003,1105
2110006,211000623,557,100,2,34003,1105
2110006,211000623,558,100,2,35003,1105
2110006,211000624,559,100,1,141003,1105
2110006,211000624,560,100,1,141002,1105
2110006,211000624,561,100,3,32003,1105
2110006,211000624,562,100,3,33003,1105
2110006,211000624,563,100,3,34003,1105
2110006,211000624,564,100,3,35003,1105
2110006,211000625,565,100,3,141003,1105
2110006,211000625,566,100,5,32003,1105
2110006,211000625,567,100,5,33003,1105
2110006,211000625,568,100,5,34003,1105
2110006,211000625,569,100,5,35003,1105
110007,11000701,570,100,3,141001,0
110007,11000701,571,100,5,32002,0
110007,11000701,572,100,5,33002,0
110007,11000701,573,100,5,34002,0
110007,11000701,574,100,5,35002,0
110007,11000702,575,100,1,141002,0
110007,11000702,576,100,1,141001,0
110007,11000702,577,100,1,32003,0
110007,11000702,578,100,1,33003,0
110007,11000702,579,100,1,34003,0
110007,11000702,580,100,1,35003,0
110007,11000703,581,100,2,141002,0
110007,11000703,582,100,2,32003,0
110007,11000703,583,100,2,33003,0
110007,11000703,584,100,2,34003,0
110007,11000703,585,100,2,35003,0
110007,11000704,586,100,1,141003,0
110007,11000704,587,100,1,141002,0
110007,11000704,588,100,3,32003,0
110007,11000704,589,100,3,33003,0
110007,11000704,590,100,3,34003,0
110007,11000704,591,100,3,35003,0
110007,11000705,592,100,3,141003,0
110007,11000705,593,100,5,32003,0
110007,11000705,594,100,5,33003,0
110007,11000705,595,100,5,34003,0
110007,11000705,596,100,5,35003,0
2110007,211000701,597,100,3,141001,0
2110007,211000701,598,100,5,32002,0
2110007,211000701,599,100,5,33002,0
2110007,211000701,600,100,5,34002,0
2110007,211000701,601,100,5,35002,0
2110007,211000702,602,100,1,141002,0
2110007,211000702,603,100,1,141001,0
2110007,211000702,604,100,1,32003,0
2110007,211000702,605,100,1,33003,0
2110007,211000702,606,100,1,34003,0
2110007,211000702,607,100,1,35003,0
2110007,211000703,608,100,2,141002,0
2110007,211000703,609,100,2,32003,0
2110007,211000703,610,100,2,33003,0
2110007,211000703,611,100,2,34003,0
2110007,211000703,612,100,2,35003,0
2110007,211000704,613,100,1,141003,0
2110007,211000704,614,100,1,141002,0
2110007,211000704,615,100,3,32003,0
2110007,211000704,616,100,3,33003,0
2110007,211000704,617,100,3,34003,0
2110007,211000704,618,100,3,35003,0
2110007,211000705,619,100,3,141003,0
2110007,211000705,620,100,5,32003,0
2110007,211000705,621,100,5,33003,0
2110007,211000705,622,100,5,34003,0
2110007,211000705,623,100,5,35003,0
110008,11000801,624,100,100,11005,1101
110008,11000801,625,100,5,31002,1101
110008,11000801,626,100,1,21004,1101
110008,11000801,627,100,1,22004,1101
110008,11000801,628,100,1,23004,1101
110008,11000801,629,100,1,24004,1101
110008,11000802,630,100,150,11005,1101
110008,11000802,631,100,10,31002,1101
110008,11000802,632,100,2,21004,1101
110008,11000802,633,100,2,22004,1101
110008,11000802,634,100,2,23004,1101
110008,11000802,635,100,2,24004,1101
110008,11000803,636,100,200,11005,1101
110008,11000803,637,100,2,31003,1101
110008,11000803,638,100,3,21004,1101
110008,11000803,639,100,3,22004,1101
110008,11000803,640,100,3,23004,1101
110008,11000803,641,100,3,24004,1101
110008,11000804,642,100,250,11005,1101
110008,11000804,643,100,3,31003,1101
110008,11000804,644,100,4,21004,1101
110008,11000804,645,100,4,22004,1101
110008,11000804,646,100,4,23004,1101
110008,11000804,647,100,4,24004,1101
110008,11000805,648,100,300,11005,1101
110008,11000805,649,100,4,31003,1101
110008,11000805,650,100,5,21004,1101
110008,11000805,651,100,5,22004,1101
110008,11000805,652,100,5,23004,1101
110008,11000805,653,100,5,24004,1101
110008,11000806,654,100,500,11005,1101
110008,11000806,655,100,5,31003,1101
110008,11000806,656,100,10,21004,1101
110008,11000806,657,100,10,22004,1101
110008,11000806,658,100,10,23004,1101
110008,11000806,659,100,10,24004,1101
110008,11000807,660,100,100,11005,1102
110008,11000807,661,100,5,31002,1102
110008,11000807,662,100,1,21004,1102
110008,11000807,663,100,1,22004,1102
110008,11000807,664,100,1,23004,1102
110008,11000807,665,100,1,24004,1102
110008,11000808,666,100,150,11005,1102
110008,11000808,667,100,10,31002,1102
110008,11000808,668,100,2,21004,1102
110008,11000808,669,100,2,22004,1102
110008,11000808,670,100,2,23004,1102
110008,11000808,671,100,2,24004,1102
110008,11000809,672,100,200,11005,1102
110008,11000809,673,100,2,31003,1102
110008,11000809,674,100,3,21004,1102
110008,11000809,675,100,3,22004,1102
110008,11000809,676,100,3,23004,1102
110008,11000809,677,100,3,24004,1102
110008,11000810,678,100,250,11005,1102
110008,11000810,679,100,3,31003,1102
110008,11000810,680,100,4,21004,1102
110008,11000810,681,100,4,22004,1102
110008,11000810,682,100,4,23004,1102
110008,11000810,683,100,4,24004,1102
110008,11000811,684,100,300,11005,1102
110008,11000811,685,100,4,31003,1102
110008,11000811,686,100,5,21004,1102
110008,11000811,687,100,5,22004,1102
110008,11000811,688,100,5,23004,1102
110008,11000811,689,100,5,24004,1102
110008,11000812,690,100,500,11005,1102
110008,11000812,691,100,5,31003,1102
110008,11000812,692,100,10,21004,1102
110008,11000812,693,100,10,22004,1102
110008,11000812,694,100,10,23004,1102
110008,11000812,695,100,10,24004,1102
110008,11000813,696,100,100,11005,1103
110008,11000813,697,100,5,31002,1103
110008,11000813,698,100,1,21004,1103
110008,11000813,699,100,1,22004,1103
110008,11000813,700,100,1,23004,1103
110008,11000813,701,100,1,24004,1103
110008,11000814,702,100,150,11005,1103
110008,11000814,703,100,10,31002,1103
110008,11000814,704,100,2,21004,1103
110008,11000814,705,100,2,22004,1103
110008,11000814,706,100,2,23004,1103
110008,11000814,707,100,2,24004,1103
110008,11000815,708,100,200,11005,1103
110008,11000815,709,100,2,31003,1103
110008,11000815,710,100,3,21004,1103
110008,11000815,711,100,3,22004,1103
110008,11000815,712,100,3,23004,1103
110008,11000815,713,100,3,24004,1103
110008,11000816,714,100,250,11005,1103
110008,11000816,715,100,3,31003,1103
110008,11000816,716,100,4,21004,1103
110008,11000816,717,100,4,22004,1103
110008,11000816,718,100,4,23004,1103
110008,11000816,719,100,4,24004,1103
110008,11000817,720,100,300,11005,1103
110008,11000817,721,100,4,31003,1103
110008,11000817,722,100,5,21004,1103
110008,11000817,723,100,5,22004,1103
110008,11000817,724,100,5,23004,1103
110008,11000817,725,100,5,24004,1103
110008,11000818,726,100,500,11005,1103
110008,11000818,727,100,5,31003,1103
110008,11000818,728,100,10,21004,1103
110008,11000818,729,100,10,22004,1103
110008,11000818,730,100,10,23004,1103
110008,11000818,731,100,10,24004,1103
110008,11000819,732,100,100,11005,1104
110008,11000819,733,100,5,31002,1104
